Message,Hatespeech,Sentiment
"ยิ่งทำก็ยิ่งงง แบบจำลองการสื่อสาร หรือสูตรคณิต เอาเป็นว่า ตามความเข้าใจ แล้วกัน ส่วนคะแนนก็แล้วแต่เวรแต่กรรม
😵😵😵",nonhatespeech,Unknown
คะแนนเก้บก็ไม่มี มีแต่คะแนนสอบแล้วยังบังคับเด็กมาเรียนวันเสาร์อีก อีเวร,hatespeech,Unknown
2อาทิตย์กับการไม่มีโทรศัพท์ใช้ กูควรู้สึกยังไงดีอีดอกกกกก,nonhatespeech,Unknown
ถึงเธอจะล็อคแอคเราก็จะสาปแช่งเธอ อิดอก ปล่อยกะเวลามากมั้ยมึง,hatespeech,Unknown
อังกฤษโทอิคกับกพนี่ความยากฟ้ากับเหวมากอะอีดอกก เสียดายยเงินนนนน😭,nonhatespeech,Unknown
ควายแท้ๆ ลืมโทรศัพท์ไว้บนโต๊ะทำงาน แถมชาร์จแบตไว้อีก จ้าาาาา จะไม่ไปเอาก็ไม่ได้อีกกลัวระเบิดชั้น 7 เป็นไงเพิ่งถึงบ้าน เอดอกกกกกกกกก,nonhatespeech,Unknown
อีดอกกกก เขามีแฟนแล้วจริงด้วย ดีนะตอนนี้ยังแค่วี๊ดเฉยๆ โอ้ยยยย 😂,nonhatespeech,Unknown
อีดอกหัวร้อย สมาธิไม่มีทำงานละ ห่วงของ หลายเงินนะนั่น ละไปส่งไหน อีหอกกก,nonhatespeech,Unknown
งอแงกับอ้อนตีนไม่เหมือนกันนะอีดอกทอง,hatespeech,Unknown
สั่งของไปนานแล้วนะแต่ยังไม่เห็นเลขแทรคกิ้ง อิดอกกกร้านก็ใหญ่คนก็ซื้อเยอะแต่เสือกไม่ส่งของให้กู ว้อทท! อย่าให้กูแหกกกก,hatespeech,Unknown
มาให้ความรู้สึกดีๆเเล้วก็มีผัว อีดอกหลอกกู,hatespeech,Unknown
กูจะปาอีสายชาตแบตละอีเวรดอกทอง,hatespeech,Unknown
"คนเคยแรดอะมันมองออกนะ
ว่าคนนี้ดอกทอง หรือดอกไม้เฉยๆ",hatespeech,Unknown
ละจะให้กูรอทำไม อีดอก ละก็ไม่พูดว่า11โมง ตอนแรกบอก10 อีเด็กตอแหล,hatespeech,Unknown
มีแต่เงินจริงๆ สมองของเธอมันมีแต่ขี้เลื่อยสินะ แถมยังจะใจกล้าหน้าด้านพูดสิ่งที่ตัวเองคิดประจานความเสื่อมทางสมองของตัวเองให้โลกรู้อีก ทุเรศ,hatespeech,Unknown
เห็นแก่ตัวอีหน้าด้านกุเกลียดมึงที่สุดดคนเหี้ยๆคิดจะหาแต่ผลประโยชน์ สมองตัวเองหัดใช้สะมั่ง ภูมิใจต่อไปเนอะอีกวง😏,hatespeech,Unknown
ทำอะไรที่มันโปร่งใส่ไร้ยุติธรรมกับเด็กๆบ้างไม่ได้หรือไง หรือทำแล้วจะตาย เงินก็เข้ากระเป๋าเยอะขนาดนี้แล้ว ยังหน้าด้านคิดเอาเปรียบเด็กๆอีก,hatespeech,Unknown
เศรษฐกิจยุคโจรปล้นชาติ เกาะแดรกภาษีประชาชนอย่างหน้าด้าน ๆ พวกมันเจริญกันฝูงเดียว twitter.com/TonyVeerin/sta…,hatespeech,Unknown
ไม่มีใครซื้อก็จะหน้าด้านขาย,hatespeech,Unknown
ซ่อมยังไม่ผ่านยังมีหน้าไปแข่งบัญชี ซ่อมให้รอดก่อนมั้ยยยย แล้วยังหน้าด้านได้รางวัลชมเชยอีกนะมึงงง 5555555555 คนที่เก่งกว่าแม่งไม่ได้อ่ะ โอ้ย,hatespeech,Unknown
กูนี่มันหน้าด้านจริงๆเลย,nonhatespeech,Unknown
กิจกรรมที่ทำแต่ละอย่างไม่ได้บ่งบอกถึงคณะที่ยื่นเลย แต่ก็จะหน้าด้านยื่นไป555555,nonhatespeech,Unknown
เบื่ออ่ะอีดอก เป็นเหี้ยอะไรวะ,nonhatespeech,Unknown
โอ้โห้ อีเหี้ย กูนี่ขึ้นเลยนะ สันดาน,hatespeech,Unknown
สันดานเหี้ยไงก็เลี้ยงไม่เชื่อง,hatespeech,Unknown
สันดานเจ้าชู้แก้ยังไงก็ไม่หาย,hatespeech,Unknown
"บางคน สันดานไม่เหมือนกับหน้าตาเลยค่ะ 
หน้าตาดี แต่สันดานเหี้ยอ่ะ",nonhatespeech,Unknown
"โพสเรื่องมะลึ่งก็ว่า ""สันดาน"" 😂😂 โพสเรื่องชาวบ้านก็ว่า ""ชอบแฉ"" 😂😂 โพสเรื่องเศร้าใจก็ว่า ""ขี้แย"" 😂😂
โพสเรื่องรักแท้ก็ว่า ""ตอแหล"" 😂😂",nonhatespeech,Unknown
